"SYSTEM", "1", "SYSTEM", "System Start", " "
"Thread-0", "999", "seminar_test/Elevator_Scheduler.java:317", "Variable Write", " context=seminar_test.Log#print_queues:4, f=5"
"Thread-0", "1000", "seminar_test/Elevator_Scheduler.java:318", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=318"
"Thread-0", "1001", "seminar_test/Elevator_Scheduler.java:317", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=317"
"Thread-0", "1002", "seminar_test/Elevator_Scheduler.java:317", "Variable Write", " context=seminar_test.Log#print_queues:4, f=6"
"Thread-0", "1003", "seminar_test/Elevator_Scheduler.java:318", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=318"
"Thread-0", "1004", "seminar_test/Elevator_Scheduler.java:317", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=317"
"Thread-0", "1005", "seminar_test/Elevator_Scheduler.java:317", "Variable Write", " context=seminar_test.Log#print_queues:4, f=7"
"Thread-0", "1006", "seminar_test/Elevator_Scheduler.java:318", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=318"
"Thread-0", "1007", "seminar_test/Elevator_Scheduler.java:317", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=317"
"Thread-0", "1008", "seminar_test/Elevator_Scheduler.java:317", "Variable Write", " context=seminar_test.Log#print_queues:4, f=9"
"Thread-0", "1009", "seminar_test/Elevator_Scheduler.java:318", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=318"
"Thread-0", "1010", "seminar_test/Elevator_Scheduler.java:317", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=317"
"Thread-0", "1011", "seminar_test/Elevator_Scheduler.java:319", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=319"
"Thread-0", "1012", "seminar_test/Elevator_Scheduler.java:319", "Variable Delete", " method=seminar_test.Log#print_queues:4 <name=f,type=int (id=7),value=<?>,index=3>"
"Thread-0", "1013", "seminar_test/Elevator_Scheduler.java:320", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=320"
"Thread-0", "1014", "seminar_test/Elevator_Scheduler.java:322", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=322"
"Thread-0", "1015", "seminar_test/Elevator_Scheduler.java:323", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=323"
"Thread-0", "1016", "seminar_test/Elevator_Scheduler.java:323", "Method Exit", " returner=seminar_test.Log#print_queues:4, value=<void>"
"Thread-0", "1017", "seminar_test/Elevator_Scheduler.java:162", "Method Returned", " "
"Thread-0", "1018", "seminar_test/Elevator_Scheduler.java:164", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=164"
"Thread-0", "1019", "seminar_test/Elevator_Scheduler.java:164", "Field Read", " context=seminar_test.Scheduler:1, current_floor"
"Thread-0", "1020", "seminar_test/Elevator_Scheduler.java:164", "Field Read", " context=seminar_test.Scheduler:1, max"
"Thread-0", "1021", "seminar_test/Elevator_Scheduler.java:167", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=167"
"Thread-0", "1022", "seminar_test/Elevator_Scheduler.java:167", "Field Read", " context=seminar_test.Scheduler:1, current_floor"
"Thread-0", "1023", "seminar_test/Elevator_Scheduler.java:168", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=168"
"Thread-0", "1024", "seminar_test/Elevator_Scheduler.java:168", "Field Write", " context=seminar_test.Scheduler:1, direction=""up"""
"Thread-0", "1025", "seminar_test/Elevator_Scheduler.java:170", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=170"
"Thread-0", "1026", "seminar_test/Elevator_Scheduler.java:170", "Field Read", " context=seminar_test.Scheduler:1, elevator"
"Thread-0", "1027", "seminar_test/Elevator_Scheduler.java:170", "Field Read", " context=seminar_test.Scheduler:1, current_floor"
"Thread-0", "1028", "seminar_test/Elevator_Scheduler.java:170", "Field Read", " context=seminar_test.Scheduler:1, direction"
"Thread-0", "1029", "seminar_test/Elevator_Scheduler.java:170", "Method Call", " caller=seminar_test.Scheduler:1#schedule:4, target=seminar_test.Elevator:1#go:11"
"Thread-0", "1030", "seminar_test/Elevator_Scheduler.java:64", "Method Entered", " "
"Thread-0", "1031", "seminar_test/Elevator_Scheduler.java:64", "Variable Write", " context=seminar_test.Elevator:1#go:11, floor=0"
"Thread-0", "1032", "seminar_test/Elevator_Scheduler.java:64", "Variable Write", " context=seminar_test.Elevator:1#go:11, dir=""up"""
"Thread-0", "1033", "seminar_test/Elevator_Scheduler.java:65", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=65"
"Thread-0", "1034", "seminar_test/Elevator_Scheduler.java:65", "Field Read", " context=seminar_test.Elevator:1, S"
"Thread-0", "1035", "seminar_test/Elevator_Scheduler.java:65", "Field Read", " context=seminar_test.Scheduler:1, up"
"Thread-0", "1036", "seminar_test/Elevator_Scheduler.java:65", "Field Write", " context=seminar_test.Elevator:1, up=""[2  5  6  7  9]"""
"Thread-0", "1037", "seminar_test/Elevator_Scheduler.java:66", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=66"
"Thread-0", "1038", "seminar_test/Elevator_Scheduler.java:66", "Field Read", " context=seminar_test.Elevator:1, S"
"Thread-0", "1039", "seminar_test/Elevator_Scheduler.java:66", "Field Read", " context=seminar_test.Scheduler:1, down"
"Thread-0", "1040", "seminar_test/Elevator_Scheduler.java:66", "Field Write", " context=seminar_test.Elevator:1, down=""[]"""
"Thread-0", "1041", "seminar_test/Elevator_Scheduler.java:68", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=68"
"Thread-0", "1042", "seminar_test/Elevator_Scheduler.java:68", "Field Read", " context=seminar_test.Elevator:1, direction"
"Thread-0", "1043", "seminar_test/Elevator_Scheduler.java:68", "Field Read", " context=seminar_test.Elevator:1, current_floor"
"Thread-0", "1044", "seminar_test/Elevator_Scheduler.java:71", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=71"
"Thread-0", "1045", "seminar_test/Elevator_Scheduler.java:71", "Field Read", " context=seminar_test.Elevator:1, direction"
"Thread-0", "1046", "seminar_test/Elevator_Scheduler.java:73", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=73"
"Thread-0", "1047", "seminar_test/Elevator_Scheduler.java:73", "Field Read", " context=seminar_test.Elevator:1, current_floor"
"Thread-0", "1048", "seminar_test/Elevator_Scheduler.java:76", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=76"
"Thread-0", "1049", "seminar_test/Elevator_Scheduler.java:76", "Method Exit", " returner=seminar_test.Elevator:1#go:11, value=<void>"
"Thread-0", "1050", "seminar_test/Elevator_Scheduler.java:170", "Method Returned", " "
"Thread-0", "1051", "seminar_test/Elevator_Scheduler.java:172", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=172"
"Thread-0", "1052", "seminar_test/Elevator_Scheduler.java:172", "Field Read", " context=seminar_test.Scheduler:1, direction"
"Thread-0", "1053", "seminar_test/Elevator_Scheduler.java:173", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=173"
"Thread-0", "1054", "seminar_test/Elevator_Scheduler.java:173", "Field Read", " context=seminar_test.Scheduler:1, up"
"Thread-0", "1055", "seminar_test/Elevator_Scheduler.java:174", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=174"
"Thread-0", "1056", "seminar_test/Elevator_Scheduler.java:174", "Field Read", " context=seminar_test.Scheduler:1, current_floor"
"Thread-0", "1057", "seminar_test/Elevator_Scheduler.java:174", "Field Read", " context=seminar_test.Scheduler:1, up"
"Thread-0", "1058", "seminar_test/Elevator_Scheduler.java:203", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=203"
"Thread-0", "1059", "seminar_test/Elevator_Scheduler.java:203", "Field Read", " context=seminar_test.Scheduler:1, up"
"Thread-0", "1060", "seminar_test/Elevator_Scheduler.java:203", "Variable Write", " context=seminar_test.Scheduler:1#schedule:4, f=2"
"Thread-0", "1061", "seminar_test/Elevator_Scheduler.java:204", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=204"
"Thread-0", "1062", "seminar_test/Elevator_Scheduler.java:204", "Field Read", " context=seminar_test.Scheduler:1, current_floor"
"Thread-0", "1063", "seminar_test/Elevator_Scheduler.java:205", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=205"
"Thread-0", "1064", "seminar_test/Elevator_Scheduler.java:205", "Field Write", " context=seminar_test.Scheduler:1, current_floor=2"
"Thread-0", "1065", "seminar_test/Elevator_Scheduler.java:206", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=206"
"Thread-0", "1066", "seminar_test/Elevator_Scheduler.java:206", "Field Read", " context=seminar_test.Scheduler:1, elevator"
"Thread-0", "1067", "seminar_test/Elevator_Scheduler.java:206", "Field Read", " context=seminar_test.Scheduler:1, current_floor"
"Thread-0", "1068", "seminar_test/Elevator_Scheduler.java:206", "Field Read", " context=seminar_test.Scheduler:1, direction"
"Thread-0", "1069", "seminar_test/Elevator_Scheduler.java:206", "Method Call", " caller=seminar_test.Scheduler:1#schedule:4, target=seminar_test.Elevator:1#go:12"
"Thread-0", "1070", "seminar_test/Elevator_Scheduler.java:64", "Method Entered", " "
"Thread-0", "1071", "seminar_test/Elevator_Scheduler.java:64", "Variable Write", " context=seminar_test.Elevator:1#go:12, floor=2"
"Thread-0", "1072", "seminar_test/Elevator_Scheduler.java:64", "Variable Write", " context=seminar_test.Elevator:1#go:12, dir=""up"""
"Thread-0", "1073", "seminar_test/Elevator_Scheduler.java:65", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=65"
"Thread-0", "1074", "seminar_test/Elevator_Scheduler.java:65", "Field Read", " context=seminar_test.Elevator:1, S"
"Thread-0", "1075", "seminar_test/Elevator_Scheduler.java:65", "Field Read", " context=seminar_test.Scheduler:1, up"
"Thread-0", "1076", "seminar_test/Elevator_Scheduler.java:65", "Field Write", " context=seminar_test.Elevator:1, up=""[2  5  6  7  9]"""
"Thread-0", "1077", "seminar_test/Elevator_Scheduler.java:66", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=66"
"Thread-0", "1078", "seminar_test/Elevator_Scheduler.java:66", "Field Read", " context=seminar_test.Elevator:1, S"
"Thread-0", "1079", "seminar_test/Elevator_Scheduler.java:66", "Field Read", " context=seminar_test.Scheduler:1, down"
"Thread-0", "1080", "seminar_test/Elevator_Scheduler.java:66", "Field Write", " context=seminar_test.Elevator:1, down=""[]"""
"Thread-0", "1081", "seminar_test/Elevator_Scheduler.java:68", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=68"
"Thread-0", "1082", "seminar_test/Elevator_Scheduler.java:68", "Field Read", " context=seminar_test.Elevator:1, direction"
"Thread-0", "1083", "seminar_test/Elevator_Scheduler.java:68", "Field Read", " context=seminar_test.Elevator:1, current_floor"
"Thread-0", "1084", "seminar_test/Elevator_Scheduler.java:69", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=69"
"Thread-0", "1085", "seminar_test/Elevator_Scheduler.java:69", "Field Read", " context=seminar_test.Elevator:1, up"
"Thread-0", "1086", "seminar_test/Elevator_Scheduler.java:69", "Field Read", " context=seminar_test.Elevator:1, down"
"Thread-0", "1087", "seminar_test/Elevator_Scheduler.java:69", "Field Write", " context=seminar_test.Elevator:1, state=""2-up-[2  5  6  7  9]-[]"""
"Thread-0", "1088", "seminar_test/Elevator_Scheduler.java:71", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=71"
"Thread-0", "1089", "seminar_test/Elevator_Scheduler.java:71", "Field Read", " context=seminar_test.Elevator:1, direction"
"Thread-0", "1090", "seminar_test/Elevator_Scheduler.java:73", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=73"
"Thread-0", "1091", "seminar_test/Elevator_Scheduler.java:73", "Field Read", " context=seminar_test.Elevator:1, current_floor"
"Thread-0", "1092", "seminar_test/Elevator_Scheduler.java:74", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=74"
"Thread-0", "1093", "seminar_test/Elevator_Scheduler.java:74", "Field Write", " context=seminar_test.Elevator:1, current_floor=2"
"Thread-0", "1094", "seminar_test/Elevator_Scheduler.java:76", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=76"
"Thread-0", "1095", "seminar_test/Elevator_Scheduler.java:76", "Method Exit", " returner=seminar_test.Elevator:1#go:12, value=<void>"
"Thread-0", "1096", "seminar_test/Elevator_Scheduler.java:206", "Method Returned", " "
"Thread-0", "1097", "seminar_test/Elevator_Scheduler.java:207", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=207"
"Thread-0", "1098", "seminar_test/Elevator_Scheduler.java:207", "Field Read", " context=seminar_test.Scheduler:1, up"
"Thread-0", "1099", "seminar_test/Elevator_Scheduler.java:207", "Field Read", " context=seminar_test.Scheduler:1, current_floor"
"Thread-0", "1100", "seminar_test/Elevator_Scheduler.java:203", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=203"
"Thread-0", "1101", "seminar_test/Elevator_Scheduler.java:203", "Exception Throw", " exception=java.util.ConcurrentModificationException (id=75), thrower=seminar_test.Scheduler:1#schedule:4, framePopped=false"
"Thread-0", "1102", "seminar_test/Elevator_Scheduler.java:295", "Exception Catch", " exception=java.util.ConcurrentModificationException (id=75), catcher=seminar_test.Scheduler:1#schedule:4, variable=<unknown>"
"Thread-0", "1103", "seminar_test/Elevator_Scheduler.java:295", "Variable Delete", " method=seminar_test.Scheduler:1#schedule:4 <name=f,type=int (id=7),value=<?>,index=0>"
"Thread-0", "1104", "seminar_test/Elevator_Scheduler.java:296", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=296"
"Thread-0", "1105", "seminar_test/Elevator_Scheduler.java:296", "Method Exit", " returner=seminar_test.Scheduler:1#schedule:4, value=<void>"
"Thread-0", "1106", "seminar_test/Elevator_Scheduler.java:305", "Method Returned", " "
"Thread-0", "1107", "seminar_test/Elevator_Scheduler.java:304", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=304"
"Thread-0", "1108", "seminar_test/Elevator_Scheduler.java:305", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=305"
"Thread-0", "1109", "seminar_test/Elevator_Scheduler.java:305", "Method Call", " caller=seminar_test.Scheduler:1#run:1, target=seminar_test.Scheduler:1#schedule:5"
"Thread-0", "1110", "seminar_test/Elevator_Scheduler.java:151", "Method Entered", " "
"Thread-0", "1111", "seminar_test/Elevator_Scheduler.java:154", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=154"
"Thread-0", "1112", "seminar_test/Elevator_Scheduler.java:154", "Field Read", " context=seminar_test.Scheduler:1, up"
"Thread-0", "1113", "seminar_test/Elevator_Scheduler.java:157", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=157"
"Thread-0", "1114", "seminar_test/Elevator_Scheduler.java:157", "Field Read", " context=seminar_test.Scheduler:1, elevator"
"Thread-0", "1115", "seminar_test/Elevator_Scheduler.java:157", "Field Read", " context=seminar_test.Scheduler:1, current_floor"
"Thread-0", "1116", "seminar_test/Elevator_Scheduler.java:157", "Field Read", " context=seminar_test.Scheduler:1, direction"
"Thread-0", "1117", "seminar_test/Elevator_Scheduler.java:157", "Method Call", " caller=seminar_test.Scheduler:1#schedule:5, target=seminar_test.Elevator:1#go:13"
"Thread-0", "1118", "seminar_test/Elevator_Scheduler.java:64", "Method Entered", " "
"Thread-0", "1119", "seminar_test/Elevator_Scheduler.java:64", "Variable Write", " context=seminar_test.Elevator:1#go:13, floor=2"
"Thread-0", "1120", "seminar_test/Elevator_Scheduler.java:64", "Variable Write", " context=seminar_test.Elevator:1#go:13, dir=""up"""
"Thread-0", "1121", "seminar_test/Elevator_Scheduler.java:65", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=65"
"Thread-0", "1122", "seminar_test/Elevator_Scheduler.java:65", "Field Read", " context=seminar_test.Elevator:1, S"
"Thread-0", "1123", "seminar_test/Elevator_Scheduler.java:65", "Field Read", " context=seminar_test.Scheduler:1, up"
"Thread-0", "1124", "seminar_test/Elevator_Scheduler.java:65", "Field Write", " context=seminar_test.Elevator:1, up=""[5  6  7  9]"""
"Thread-0", "1125", "seminar_test/Elevator_Scheduler.java:66", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=66"
"Thread-0", "1126", "seminar_test/Elevator_Scheduler.java:66", "Field Read", " context=seminar_test.Elevator:1, S"
"Thread-0", "1127", "seminar_test/Elevator_Scheduler.java:66", "Field Read", " context=seminar_test.Scheduler:1, down"
"Thread-0", "1128", "seminar_test/Elevator_Scheduler.java:66", "Field Write", " context=seminar_test.Elevator:1, down=""[]"""
"Thread-0", "1129", "seminar_test/Elevator_Scheduler.java:68", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=68"
"Thread-0", "1130", "seminar_test/Elevator_Scheduler.java:68", "Field Read", " context=seminar_test.Elevator:1, direction"
"Thread-0", "1131", "seminar_test/Elevator_Scheduler.java:68", "Field Read", " context=seminar_test.Elevator:1, current_floor"
"Thread-0", "1132", "seminar_test/Elevator_Scheduler.java:71", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=71"
"Thread-0", "1133", "seminar_test/Elevator_Scheduler.java:71", "Field Read", " context=seminar_test.Elevator:1, direction"
"Thread-0", "1134", "seminar_test/Elevator_Scheduler.java:73", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=73"
"Thread-0", "1135", "seminar_test/Elevator_Scheduler.java:73", "Field Read", " context=seminar_test.Elevator:1, current_floor"
"Thread-0", "1136", "seminar_test/Elevator_Scheduler.java:76", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=76"
"Thread-0", "1137", "seminar_test/Elevator_Scheduler.java:76", "Method Exit", " returner=seminar_test.Elevator:1#go:13, value=<void>"
"Thread-0", "1138", "seminar_test/Elevator_Scheduler.java:157", "Method Returned", " "
"Thread-0", "1139", "seminar_test/Elevator_Scheduler.java:159", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=159"
"Thread-0", "1140", "seminar_test/Elevator_Scheduler.java:159", "Field Read", " context=seminar_test.Scheduler:1, up"
"Thread-0", "1141", "seminar_test/Elevator_Scheduler.java:162", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=162"
"Thread-0", "1142", "seminar_test/Elevator_Scheduler.java:162", "Field Read", " context=seminar_test.Scheduler:1, current_floor"
"Thread-0", "1143", "seminar_test/Elevator_Scheduler.java:162", "Field Read", " context=seminar_test.Scheduler:1, direction"
"Thread-0", "1144", "seminar_test/Elevator_Scheduler.java:162", "Field Read", " context=seminar_test.Scheduler:1, up"
"Thread-0", "1145", "seminar_test/Elevator_Scheduler.java:162", "Field Read", " context=seminar_test.Scheduler:1, down"
"Thread-0", "1146", "seminar_test/Elevator_Scheduler.java:162", "Method Call", " caller=seminar_test.Scheduler:1#schedule:5, target=seminar_test.Log#print_queues:5"
"Thread-0", "1147", "seminar_test/Elevator_Scheduler.java:315", "Method Entered", " "
"Thread-0", "1148", "seminar_test/Elevator_Scheduler.java:315", "Variable Write", " context=seminar_test.Log#print_queues:5, action=""Floor 2, dir = up, """
"Thread-0", "1149", "seminar_test/Elevator_Scheduler.java:315", "Variable Write", " context=seminar_test.Log#print_queues:5, up=java.util.TreeSet (id=30)"
"Thread-0", "1150", "seminar_test/Elevator_Scheduler.java:315", "Variable Write", " context=seminar_test.Log#print_queues:5, down=java.util.TreeSet (id=33)"
"Thread-0", "1151", "seminar_test/Elevator_Scheduler.java:316", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=316"
"Thread-0", "1152", "seminar_test/Elevator_Scheduler.java:317", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=317"
"Thread-0", "1153", "seminar_test/Elevator_Scheduler.java:317", "Variable Write", " context=seminar_test.Log#print_queues:5, f=5"
"Thread-0", "1154", "seminar_test/Elevator_Scheduler.java:318", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=318"
"Thread-0", "1155", "seminar_test/Elevator_Scheduler.java:317", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=317"
"Thread-0", "1156", "seminar_test/Elevator_Scheduler.java:317", "Variable Write", " context=seminar_test.Log#print_queues:5, f=6"
"Thread-0", "1157", "seminar_test/Elevator_Scheduler.java:318", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=318"
"Thread-0", "1158", "seminar_test/Elevator_Scheduler.java:317", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=317"
"Thread-0", "1159", "seminar_test/Elevator_Scheduler.java:317", "Variable Write", " context=seminar_test.Log#print_queues:5, f=7"
"Thread-0", "1160", "seminar_test/Elevator_Scheduler.java:318", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=318"
"Thread-0", "1161", "seminar_test/Elevator_Scheduler.java:317", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=317"
"Thread-0", "1162", "seminar_test/Elevator_Scheduler.java:317", "Variable Write", " context=seminar_test.Log#print_queues:5, f=9"
"Thread-0", "1163", "seminar_test/Elevator_Scheduler.java:318", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=318"
"Thread-0", "1164", "seminar_test/Elevator_Scheduler.java:317", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=317"
"Thread-0", "1165", "seminar_test/Elevator_Scheduler.java:319", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=319"
"Thread-0", "1166", "seminar_test/Elevator_Scheduler.java:319", "Variable Delete", " method=seminar_test.Log#print_queues:5 <name=f,type=int (id=7),value=<?>,index=3>"
"Thread-0", "1167", "seminar_test/Elevator_Scheduler.java:320", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=320"
"Thread-0", "1168", "seminar_test/Elevator_Scheduler.java:322", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=322"
"Thread-0", "1169", "seminar_test/Elevator_Scheduler.java:323", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=323"
"Thread-0", "1170", "seminar_test/Elevator_Scheduler.java:323", "Method Exit", " returner=seminar_test.Log#print_queues:5, value=<void>"
"Thread-0", "1171", "seminar_test/Elevator_Scheduler.java:162", "Method Returned", " "
"Thread-0", "1172", "seminar_test/Elevator_Scheduler.java:164", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=164"
"Thread-0", "1173", "seminar_test/Elevator_Scheduler.java:164", "Field Read", " context=seminar_test.Scheduler:1, current_floor"
"Thread-0", "1174", "seminar_test/Elevator_Scheduler.java:164", "Field Read", " context=seminar_test.Scheduler:1, max"
"Thread-0", "1175", "seminar_test/Elevator_Scheduler.java:167", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=167"
"Thread-0", "1176", "seminar_test/Elevator_Scheduler.java:167", "Field Read", " context=seminar_test.Scheduler:1, current_floor"
"Thread-0", "1177", "seminar_test/Elevator_Scheduler.java:170", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=170"
"Thread-0", "1178", "seminar_test/Elevator_Scheduler.java:170", "Field Read", " context=seminar_test.Scheduler:1, elevator"
"Thread-0", "1179", "seminar_test/Elevator_Scheduler.java:170", "Field Read", " context=seminar_test.Scheduler:1, current_floor"
"Thread-0", "1180", "seminar_test/Elevator_Scheduler.java:170", "Field Read", " context=seminar_test.Scheduler:1, direction"
"Thread-0", "1181", "seminar_test/Elevator_Scheduler.java:170", "Method Call", " caller=seminar_test.Scheduler:1#schedule:5, target=seminar_test.Elevator:1#go:14"
"Thread-0", "1182", "seminar_test/Elevator_Scheduler.java:64", "Method Entered", " "
"Thread-0", "1183", "seminar_test/Elevator_Scheduler.java:64", "Variable Write", " context=seminar_test.Elevator:1#go:14, floor=2"
"Thread-0", "1184", "seminar_test/Elevator_Scheduler.java:64", "Variable Write", " context=seminar_test.Elevator:1#go:14, dir=""up"""
"Thread-0", "1185", "seminar_test/Elevator_Scheduler.java:65", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=65"
"Thread-0", "1186", "seminar_test/Elevator_Scheduler.java:65", "Field Read", " context=seminar_test.Elevator:1, S"
"Thread-0", "1187", "seminar_test/Elevator_Scheduler.java:65", "Field Read", " context=seminar_test.Scheduler:1, up"
"Thread-0", "1188", "seminar_test/Elevator_Scheduler.java:65", "Field Write", " context=seminar_test.Elevator:1, up=""[5  6  7  9]"""
"Thread-0", "1189", "seminar_test/Elevator_Scheduler.java:66", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=66"
"Thread-0", "1190", "seminar_test/Elevator_Scheduler.java:66", "Field Read", " context=seminar_test.Elevator:1, S"
"Thread-0", "1191", "seminar_test/Elevator_Scheduler.java:66", "Field Read", " context=seminar_test.Scheduler:1, down"
"Thread-0", "1192", "seminar_test/Elevator_Scheduler.java:66", "Field Write", " context=seminar_test.Elevator:1, down=""[]"""
"Thread-0", "1193", "seminar_test/Elevator_Scheduler.java:68", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=68"
"Thread-0", "1194", "seminar_test/Elevator_Scheduler.java:68", "Field Read", " context=seminar_test.Elevator:1, direction"
"Thread-0", "1195", "seminar_test/Elevator_Scheduler.java:68", "Field Read", " context=seminar_test.Elevator:1, current_floor"
"Thread-0", "1196", "seminar_test/Elevator_Scheduler.java:71", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=71"
"Thread-0", "1197", "seminar_test/Elevator_Scheduler.java:71", "Field Read", " context=seminar_test.Elevator:1, direction"
"Thread-0", "1198", "seminar_test/Elevator_Scheduler.java:73", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=73"
"Thread-0", "1199", "seminar_test/Elevator_Scheduler.java:73", "Field Read", " context=seminar_test.Elevator:1, current_floor"
"Thread-0", "1200", "seminar_test/Elevator_Scheduler.java:76", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=76"
"Thread-0", "1201", "seminar_test/Elevator_Scheduler.java:76", "Method Exit", " returner=seminar_test.Elevator:1#go:14, value=<void>"
"Thread-0", "1202", "seminar_test/Elevator_Scheduler.java:170", "Method Returned", " "
"Thread-0", "1203", "seminar_test/Elevator_Scheduler.java:172", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=172"
"Thread-0", "1204", "seminar_test/Elevator_Scheduler.java:172", "Field Read", " context=seminar_test.Scheduler:1, direction"
"Thread-0", "1205", "seminar_test/Elevator_Scheduler.java:173", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=173"
"Thread-0", "1206", "seminar_test/Elevator_Scheduler.java:173", "Field Read", " context=seminar_test.Scheduler:1, up"
"Thread-0", "1207", "seminar_test/Elevator_Scheduler.java:174", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=174"
"Thread-0", "1208", "seminar_test/Elevator_Scheduler.java:174", "Field Read", " context=seminar_test.Scheduler:1, current_floor"
"Thread-0", "1209", "seminar_test/Elevator_Scheduler.java:174", "Field Read", " context=seminar_test.Scheduler:1, up"
"Thread-0", "1210", "seminar_test/Elevator_Scheduler.java:203", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=203"
"Thread-0", "1211", "seminar_test/Elevator_Scheduler.java:203", "Field Read", " context=seminar_test.Scheduler:1, up"
"Thread-0", "1212", "seminar_test/Elevator_Scheduler.java:203", "Variable Write", " context=seminar_test.Scheduler:1#schedule:5, f=5"
"Thread-0", "1213", "seminar_test/Elevator_Scheduler.java:204", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=204"
"Thread-0", "1214", "seminar_test/Elevator_Scheduler.java:204", "Field Read", " context=seminar_test.Scheduler:1, current_floor"
"Thread-0", "1215", "seminar_test/Elevator_Scheduler.java:205", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=205"
"Thread-0", "1216", "seminar_test/Elevator_Scheduler.java:205", "Field Write", " context=seminar_test.Scheduler:1, current_floor=5"
