"SYSTEM", "1", "SYSTEM", "System Start", " "
"Thread-5", "548", "seminar_test/Elevator_Scheduler.java:125", "Field Read", " context=seminar_test.Scheduler:1, up"
"Thread-5", "549", "seminar_test/Elevator_Scheduler.java:126", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=126"
"Thread-5", "550", "seminar_test/Elevator_Scheduler.java:127", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=127"
"Thread-5", "551", "seminar_test/Elevator_Scheduler.java:127", "Field Read", " context=seminar_test.Scheduler:1, current_floor"
"Thread-5", "552", "seminar_test/Elevator_Scheduler.java:128", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=128"
"Thread-4", "553", "seminar_test/Elevator_Scheduler.java:93", "Method Call", " caller=seminar_test.Person:4#run:4, target=seminar_test.Scheduler:1#up:3"
"Thread-4", "554", "seminar_test/Elevator_Scheduler.java:118", "Method Entered", " "
"Thread-4", "555", "seminar_test/Elevator_Scheduler.java:118", "Variable Write", " context=seminar_test.Scheduler:1#up:3, name=""D"""
"Thread-4", "556", "seminar_test/Elevator_Scheduler.java:118", "Variable Write", " context=seminar_test.Scheduler:1#up:3, to=9"
"Thread-4", "557", "seminar_test/Elevator_Scheduler.java:118", "Variable Write", " context=seminar_test.Scheduler:1#up:3, from=0"
"Thread-4", "558", "seminar_test/Elevator_Scheduler.java:120", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=120"
"Thread-4", "559", "seminar_test/Elevator_Scheduler.java:120", "Field Read", " context=seminar_test.Scheduler:1, up"
"Thread-4", "560", "seminar_test/Elevator_Scheduler.java:121", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=121"
"Thread-4", "561", "seminar_test/Elevator_Scheduler.java:122", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=122"
"Thread-4", "562", "seminar_test/Elevator_Scheduler.java:122", "Field Read", " context=seminar_test.Scheduler:1, current_floor"
"Thread-4", "563", "seminar_test/Elevator_Scheduler.java:125", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=125"
"Thread-4", "564", "seminar_test/Elevator_Scheduler.java:125", "Field Read", " context=seminar_test.Scheduler:1, up"
"Thread-4", "565", "seminar_test/Elevator_Scheduler.java:126", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=126"
"Thread-4", "566", "seminar_test/Elevator_Scheduler.java:127", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=127"
"Thread-4", "567", "seminar_test/Elevator_Scheduler.java:127", "Field Read", " context=seminar_test.Scheduler:1, current_floor"
"Thread-4", "568", "seminar_test/Elevator_Scheduler.java:128", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=128"
"Thread-3", "569", "seminar_test/Elevator_Scheduler.java:93", "Method Call", " caller=seminar_test.Person:3#run:3, target=seminar_test.Scheduler:1#up:4"
"Thread-3", "570", "seminar_test/Elevator_Scheduler.java:118", "Method Entered", " "
"Thread-3", "571", "seminar_test/Elevator_Scheduler.java:118", "Variable Write", " context=seminar_test.Scheduler:1#up:4, name=""C"""
"Thread-3", "572", "seminar_test/Elevator_Scheduler.java:118", "Variable Write", " context=seminar_test.Scheduler:1#up:4, to=2"
"Thread-3", "573", "seminar_test/Elevator_Scheduler.java:118", "Variable Write", " context=seminar_test.Scheduler:1#up:4, from=0"
"Thread-3", "574", "seminar_test/Elevator_Scheduler.java:120", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=120"
"Thread-3", "575", "seminar_test/Elevator_Scheduler.java:120", "Field Read", " context=seminar_test.Scheduler:1, up"
"Thread-3", "576", "seminar_test/Elevator_Scheduler.java:121", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=121"
"Thread-3", "577", "seminar_test/Elevator_Scheduler.java:122", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=122"
"Thread-3", "578", "seminar_test/Elevator_Scheduler.java:122", "Field Read", " context=seminar_test.Scheduler:1, current_floor"
"Thread-3", "579", "seminar_test/Elevator_Scheduler.java:125", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=125"
"Thread-3", "580", "seminar_test/Elevator_Scheduler.java:125", "Field Read", " context=seminar_test.Scheduler:1, up"
"Thread-3", "581", "seminar_test/Elevator_Scheduler.java:126", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=126"
"Thread-3", "582", "seminar_test/Elevator_Scheduler.java:127", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=127"
"Thread-3", "583", "seminar_test/Elevator_Scheduler.java:127", "Field Read", " context=seminar_test.Scheduler:1, current_floor"
"Thread-3", "584", "seminar_test/Elevator_Scheduler.java:128", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=128"
"Thread-2", "585", "seminar_test/Elevator_Scheduler.java:93", "Method Call", " caller=seminar_test.Person:2#run:2, target=seminar_test.Scheduler:1#up:5"
"Thread-2", "586", "seminar_test/Elevator_Scheduler.java:118", "Method Entered", " "
"Thread-2", "587", "seminar_test/Elevator_Scheduler.java:118", "Variable Write", " context=seminar_test.Scheduler:1#up:5, name=""B"""
"Thread-2", "588", "seminar_test/Elevator_Scheduler.java:118", "Variable Write", " context=seminar_test.Scheduler:1#up:5, to=2"
"Thread-2", "589", "seminar_test/Elevator_Scheduler.java:118", "Variable Write", " context=seminar_test.Scheduler:1#up:5, from=0"
"Thread-2", "590", "seminar_test/Elevator_Scheduler.java:120", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=120"
"Thread-2", "591", "seminar_test/Elevator_Scheduler.java:120", "Field Read", " context=seminar_test.Scheduler:1, up"
"Thread-2", "592", "seminar_test/Elevator_Scheduler.java:121", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=121"
"Thread-2", "593", "seminar_test/Elevator_Scheduler.java:122", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=122"
"Thread-2", "594", "seminar_test/Elevator_Scheduler.java:122", "Field Read", " context=seminar_test.Scheduler:1, current_floor"
"Thread-2", "595", "seminar_test/Elevator_Scheduler.java:125", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=125"
"Thread-2", "596", "seminar_test/Elevator_Scheduler.java:125", "Field Read", " context=seminar_test.Scheduler:1, up"
"Thread-2", "597", "seminar_test/Elevator_Scheduler.java:126", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=126"
"Thread-2", "598", "seminar_test/Elevator_Scheduler.java:127", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=127"
"Thread-2", "599", "seminar_test/Elevator_Scheduler.java:127", "Field Read", " context=seminar_test.Scheduler:1, current_floor"
"Thread-2", "600", "seminar_test/Elevator_Scheduler.java:128", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=128"
"Thread-3", "601", "seminar_test/Elevator_Scheduler.java:127", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=127"
"Thread-3", "602", "seminar_test/Elevator_Scheduler.java:127", "Field Read", " context=seminar_test.Scheduler:1, current_floor"
"Thread-3", "603", "seminar_test/Elevator_Scheduler.java:128", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=128"
"Thread-4", "604", "seminar_test/Elevator_Scheduler.java:127", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=127"
"Thread-4", "605", "seminar_test/Elevator_Scheduler.java:127", "Field Read", " context=seminar_test.Scheduler:1, current_floor"
"Thread-4", "606", "seminar_test/Elevator_Scheduler.java:128", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=128"
"Thread-5", "607", "seminar_test/Elevator_Scheduler.java:127", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=127"
"Thread-5", "608", "seminar_test/Elevator_Scheduler.java:127", "Field Read", " context=seminar_test.Scheduler:1, current_floor"
"Thread-5", "609", "seminar_test/Elevator_Scheduler.java:128", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=128"
"Thread-1", "610", "seminar_test/Elevator_Scheduler.java:127", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=127"
"Thread-1", "611", "seminar_test/Elevator_Scheduler.java:127", "Field Read", " context=seminar_test.Scheduler:1, current_floor"
"Thread-1", "612", "seminar_test/Elevator_Scheduler.java:128", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=128"
"Thread-0", "613", "seminar_test/Elevator_Scheduler.java:305", "Method Call", " caller=seminar_test.Scheduler:1#run:1, target=seminar_test.Scheduler:1#schedule:2"
"Thread-0", "614", "seminar_test/Elevator_Scheduler.java:151", "Method Entered", " "
"Thread-0", "615", "seminar_test/Elevator_Scheduler.java:154", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=154"
"Thread-0", "616", "seminar_test/Elevator_Scheduler.java:154", "Field Read", " context=seminar_test.Scheduler:1, up"
"Thread-0", "617", "seminar_test/Elevator_Scheduler.java:157", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=157"
"Thread-0", "618", "seminar_test/Elevator_Scheduler.java:157", "Field Read", " context=seminar_test.Scheduler:1, elevator"
"Thread-0", "619", "seminar_test/Elevator_Scheduler.java:157", "Field Read", " context=seminar_test.Scheduler:1, current_floor"
"Thread-0", "620", "seminar_test/Elevator_Scheduler.java:157", "Field Read", " context=seminar_test.Scheduler:1, direction"
"Thread-0", "621", "seminar_test/Elevator_Scheduler.java:157", "Method Call", " caller=seminar_test.Scheduler:1#schedule:2, target=seminar_test.Elevator:1#go:4"
"Thread-0", "622", "seminar_test/Elevator_Scheduler.java:64", "Method Entered", " "
"Thread-0", "623", "seminar_test/Elevator_Scheduler.java:64", "Variable Write", " context=seminar_test.Elevator:1#go:4, floor=0"
"Thread-0", "624", "seminar_test/Elevator_Scheduler.java:64", "Variable Write", " context=seminar_test.Elevator:1#go:4, dir=""up"""
"Thread-0", "625", "seminar_test/Elevator_Scheduler.java:65", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=65"
"Thread-0", "626", "seminar_test/Elevator_Scheduler.java:65", "Field Read", " context=seminar_test.Elevator:1, S"
"Thread-0", "627", "seminar_test/Elevator_Scheduler.java:65", "Field Read", " context=seminar_test.Scheduler:1, up"
"Thread-0", "628", "seminar_test/Elevator_Scheduler.java:65", "Field Write", " context=seminar_test.Elevator:1, up=""[0  2  8  9]"""
"Thread-0", "629", "seminar_test/Elevator_Scheduler.java:66", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=66"
"Thread-0", "630", "seminar_test/Elevator_Scheduler.java:66", "Field Read", " context=seminar_test.Elevator:1, S"
"Thread-0", "631", "seminar_test/Elevator_Scheduler.java:66", "Field Read", " context=seminar_test.Scheduler:1, down"
"Thread-0", "632", "seminar_test/Elevator_Scheduler.java:66", "Field Write", " context=seminar_test.Elevator:1, down=""[]"""
"Thread-0", "633", "seminar_test/Elevator_Scheduler.java:68", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=68"
"Thread-0", "634", "seminar_test/Elevator_Scheduler.java:68", "Field Read", " context=seminar_test.Elevator:1, direction"
"Thread-0", "635", "seminar_test/Elevator_Scheduler.java:68", "Field Read", " context=seminar_test.Elevator:1, current_floor"
"Thread-0", "636", "seminar_test/Elevator_Scheduler.java:71", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=71"
"Thread-0", "637", "seminar_test/Elevator_Scheduler.java:71", "Field Read", " context=seminar_test.Elevator:1, direction"
"Thread-0", "638", "seminar_test/Elevator_Scheduler.java:73", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=73"
"Thread-0", "639", "seminar_test/Elevator_Scheduler.java:73", "Field Read", " context=seminar_test.Elevator:1, current_floor"
"Thread-0", "640", "seminar_test/Elevator_Scheduler.java:76", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=76"
"Thread-0", "641", "seminar_test/Elevator_Scheduler.java:76", "Method Exit", " returner=seminar_test.Elevator:1#go:4, value=<void>"
"Thread-0", "642", "seminar_test/Elevator_Scheduler.java:157", "Method Returned", " "
"Thread-0", "643", "seminar_test/Elevator_Scheduler.java:159", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=159"
"Thread-0", "644", "seminar_test/Elevator_Scheduler.java:159", "Field Read", " context=seminar_test.Scheduler:1, up"
"Thread-0", "645", "seminar_test/Elevator_Scheduler.java:162", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=162"
"Thread-0", "646", "seminar_test/Elevator_Scheduler.java:162", "Field Read", " context=seminar_test.Scheduler:1, current_floor"
"Thread-0", "647", "seminar_test/Elevator_Scheduler.java:162", "Field Read", " context=seminar_test.Scheduler:1, direction"
"Thread-0", "648", "seminar_test/Elevator_Scheduler.java:162", "Field Read", " context=seminar_test.Scheduler:1, up"
"Thread-0", "649", "seminar_test/Elevator_Scheduler.java:162", "Field Read", " context=seminar_test.Scheduler:1, down"
"Thread-0", "650", "seminar_test/Elevator_Scheduler.java:162", "Method Call", " caller=seminar_test.Scheduler:1#schedule:2, target=seminar_test.Log#print_queues:2"
"Thread-0", "651", "seminar_test/Elevator_Scheduler.java:315", "Method Entered", " "
"Thread-0", "652", "seminar_test/Elevator_Scheduler.java:315", "Variable Write", " context=seminar_test.Log#print_queues:2, up=java.util.TreeSet (id=30)"
"Thread-0", "653", "seminar_test/Elevator_Scheduler.java:315", "Variable Write", " context=seminar_test.Log#print_queues:2, action=""Floor 0, dir = up, """
"Thread-0", "654", "seminar_test/Elevator_Scheduler.java:315", "Variable Write", " context=seminar_test.Log#print_queues:2, down=java.util.TreeSet (id=33)"
"Thread-0", "655", "seminar_test/Elevator_Scheduler.java:316", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=316"
"Thread-0", "656", "seminar_test/Elevator_Scheduler.java:317", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=317"
"Thread-0", "657", "seminar_test/Elevator_Scheduler.java:317", "Variable Write", " context=seminar_test.Log#print_queues:2, f=0"
"Thread-0", "658", "seminar_test/Elevator_Scheduler.java:318", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=318"
"Thread-0", "659", "seminar_test/Elevator_Scheduler.java:317", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=317"
"Thread-0", "660", "seminar_test/Elevator_Scheduler.java:317", "Variable Write", " context=seminar_test.Log#print_queues:2, f=2"
"Thread-0", "661", "seminar_test/Elevator_Scheduler.java:318", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=318"
"Thread-0", "662", "seminar_test/Elevator_Scheduler.java:317", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=317"
"Thread-0", "663", "seminar_test/Elevator_Scheduler.java:317", "Variable Write", " context=seminar_test.Log#print_queues:2, f=8"
"Thread-0", "664", "seminar_test/Elevator_Scheduler.java:318", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=318"
"Thread-0", "665", "seminar_test/Elevator_Scheduler.java:317", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=317"
"Thread-0", "666", "seminar_test/Elevator_Scheduler.java:317", "Variable Write", " context=seminar_test.Log#print_queues:2, f=9"
"Thread-0", "667", "seminar_test/Elevator_Scheduler.java:318", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=318"
"Thread-0", "668", "seminar_test/Elevator_Scheduler.java:317", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=317"
"Thread-0", "669", "seminar_test/Elevator_Scheduler.java:319", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=319"
"Thread-0", "670", "seminar_test/Elevator_Scheduler.java:319", "Variable Delete", " method=seminar_test.Log#print_queues:2 <name=f,type=int (id=7),value=<?>,index=3>"
"Thread-0", "671", "seminar_test/Elevator_Scheduler.java:320", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=320"
"Thread-0", "672", "seminar_test/Elevator_Scheduler.java:322", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=322"
"Thread-0", "673", "seminar_test/Elevator_Scheduler.java:323", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=323"
"Thread-0", "674", "seminar_test/Elevator_Scheduler.java:323", "Method Exit", " returner=seminar_test.Log#print_queues:2, value=<void>"
"Thread-0", "675", "seminar_test/Elevator_Scheduler.java:162", "Method Returned", " "
"Thread-0", "676", "seminar_test/Elevator_Scheduler.java:164", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=164"
"Thread-0", "677", "seminar_test/Elevator_Scheduler.java:164", "Field Read", " context=seminar_test.Scheduler:1, current_floor"
"Thread-0", "678", "seminar_test/Elevator_Scheduler.java:164", "Field Read", " context=seminar_test.Scheduler:1, max"
"Thread-0", "679", "seminar_test/Elevator_Scheduler.java:167", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=167"
"Thread-0", "680", "seminar_test/Elevator_Scheduler.java:167", "Field Read", " context=seminar_test.Scheduler:1, current_floor"
"Thread-0", "681", "seminar_test/Elevator_Scheduler.java:168", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=168"
"Thread-0", "682", "seminar_test/Elevator_Scheduler.java:168", "Field Write", " context=seminar_test.Scheduler:1, direction=""up"""
"Thread-0", "683", "seminar_test/Elevator_Scheduler.java:170", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=170"
"Thread-0", "684", "seminar_test/Elevator_Scheduler.java:170", "Field Read", " context=seminar_test.Scheduler:1, elevator"
"Thread-0", "685", "seminar_test/Elevator_Scheduler.java:170", "Field Read", " context=seminar_test.Scheduler:1, current_floor"
"Thread-0", "686", "seminar_test/Elevator_Scheduler.java:170", "Field Read", " context=seminar_test.Scheduler:1, direction"
"Thread-0", "687", "seminar_test/Elevator_Scheduler.java:170", "Method Call", " caller=seminar_test.Scheduler:1#schedule:2, target=seminar_test.Elevator:1#go:5"
"Thread-0", "688", "seminar_test/Elevator_Scheduler.java:64", "Method Entered", " "
"Thread-0", "689", "seminar_test/Elevator_Scheduler.java:64", "Variable Write", " context=seminar_test.Elevator:1#go:5, floor=0"
"Thread-0", "690", "seminar_test/Elevator_Scheduler.java:64", "Variable Write", " context=seminar_test.Elevator:1#go:5, dir=""up"""
"Thread-0", "691", "seminar_test/Elevator_Scheduler.java:65", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=65"
"Thread-0", "692", "seminar_test/Elevator_Scheduler.java:65", "Field Read", " context=seminar_test.Elevator:1, S"
"Thread-0", "693", "seminar_test/Elevator_Scheduler.java:65", "Field Read", " context=seminar_test.Scheduler:1, up"
"Thread-0", "694", "seminar_test/Elevator_Scheduler.java:65", "Field Write", " context=seminar_test.Elevator:1, up=""[0  2  8  9]"""
"Thread-0", "695", "seminar_test/Elevator_Scheduler.java:66", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=66"
"Thread-0", "696", "seminar_test/Elevator_Scheduler.java:66", "Field Read", " context=seminar_test.Elevator:1, S"
"Thread-0", "697", "seminar_test/Elevator_Scheduler.java:66", "Field Read", " context=seminar_test.Scheduler:1, down"
"Thread-0", "698", "seminar_test/Elevator_Scheduler.java:66", "Field Write", " context=seminar_test.Elevator:1, down=""[]"""
"Thread-0", "699", "seminar_test/Elevator_Scheduler.java:68", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=68"
"Thread-0", "700", "seminar_test/Elevator_Scheduler.java:68", "Field Read", " context=seminar_test.Elevator:1, direction"
"Thread-0", "701", "seminar_test/Elevator_Scheduler.java:68", "Field Read", " context=seminar_test.Elevator:1, current_floor"
"Thread-0", "702", "seminar_test/Elevator_Scheduler.java:71", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=71"
"Thread-0", "703", "seminar_test/Elevator_Scheduler.java:71", "Field Read", " context=seminar_test.Elevator:1, direction"
"Thread-0", "704", "seminar_test/Elevator_Scheduler.java:73", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=73"
"Thread-0", "705", "seminar_test/Elevator_Scheduler.java:73", "Field Read", " context=seminar_test.Elevator:1, current_floor"
"Thread-0", "706", "seminar_test/Elevator_Scheduler.java:76", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=76"
"Thread-0", "707", "seminar_test/Elevator_Scheduler.java:76", "Method Exit", " returner=seminar_test.Elevator:1#go:5, value=<void>"
"Thread-0", "708", "seminar_test/Elevator_Scheduler.java:170", "Method Returned", " "
"Thread-0", "709", "seminar_test/Elevator_Scheduler.java:172", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=172"
"Thread-0", "710", "seminar_test/Elevator_Scheduler.java:172", "Field Read", " context=seminar_test.Scheduler:1, direction"
"Thread-0", "711", "seminar_test/Elevator_Scheduler.java:173", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=173"
"Thread-0", "712", "seminar_test/Elevator_Scheduler.java:173", "Field Read", " context=seminar_test.Scheduler:1, up"
"Thread-0", "713", "seminar_test/Elevator_Scheduler.java:174", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=174"
"Thread-0", "714", "seminar_test/Elevator_Scheduler.java:174", "Field Read", " context=seminar_test.Scheduler:1, current_floor"
"Thread-0", "715", "seminar_test/Elevator_Scheduler.java:174", "Field Read", " context=seminar_test.Scheduler:1, up"
"Thread-0", "716", "seminar_test/Elevator_Scheduler.java:203", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=203"
"Thread-0", "717", "seminar_test/Elevator_Scheduler.java:203", "Field Read", " context=seminar_test.Scheduler:1, up"
"Thread-0", "718", "seminar_test/Elevator_Scheduler.java:203", "Variable Write", " context=seminar_test.Scheduler:1#schedule:2, f=0"
"Thread-0", "719", "seminar_test/Elevator_Scheduler.java:204", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=204"
"Thread-0", "720", "seminar_test/Elevator_Scheduler.java:204", "Field Read", " context=seminar_test.Scheduler:1, current_floor"
"Thread-0", "721", "seminar_test/Elevator_Scheduler.java:205", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=205"
"Thread-0", "722", "seminar_test/Elevator_Scheduler.java:205", "Field Write", " context=seminar_test.Scheduler:1, current_floor=0"
"Thread-0", "723", "seminar_test/Elevator_Scheduler.java:206", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=206"
"Thread-0", "724", "seminar_test/Elevator_Scheduler.java:206", "Field Read", " context=seminar_test.Scheduler:1, elevator"
"Thread-0", "725", "seminar_test/Elevator_Scheduler.java:206", "Field Read", " context=seminar_test.Scheduler:1, current_floor"
"Thread-0", "726", "seminar_test/Elevator_Scheduler.java:206", "Field Read", " context=seminar_test.Scheduler:1, direction"
"Thread-0", "727", "seminar_test/Elevator_Scheduler.java:206", "Method Call", " caller=seminar_test.Scheduler:1#schedule:2, target=seminar_test.Elevator:1#go:6"
"Thread-0", "728", "seminar_test/Elevator_Scheduler.java:64", "Method Entered", " "
"Thread-0", "729", "seminar_test/Elevator_Scheduler.java:64", "Variable Write", " context=seminar_test.Elevator:1#go:6, floor=0"
"Thread-0", "730", "seminar_test/Elevator_Scheduler.java:64", "Variable Write", " context=seminar_test.Elevator:1#go:6, dir=""up"""
"Thread-0", "731", "seminar_test/Elevator_Scheduler.java:65", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=65"
"Thread-0", "732", "seminar_test/Elevator_Scheduler.java:65", "Field Read", " context=seminar_test.Elevator:1, S"
"Thread-0", "733", "seminar_test/Elevator_Scheduler.java:65", "Field Read", " context=seminar_test.Scheduler:1, up"
"Thread-0", "734", "seminar_test/Elevator_Scheduler.java:65", "Field Write", " context=seminar_test.Elevator:1, up=""[0  2  8  9]"""
"Thread-0", "735", "seminar_test/Elevator_Scheduler.java:66", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=66"
"Thread-0", "736", "seminar_test/Elevator_Scheduler.java:66", "Field Read", " context=seminar_test.Elevator:1, S"
"Thread-0", "737", "seminar_test/Elevator_Scheduler.java:66", "Field Read", " context=seminar_test.Scheduler:1, down"
"Thread-0", "738", "seminar_test/Elevator_Scheduler.java:66", "Field Write", " context=seminar_test.Elevator:1, down=""[]"""
"Thread-0", "739", "seminar_test/Elevator_Scheduler.java:68", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=68"
"Thread-0", "740", "seminar_test/Elevator_Scheduler.java:68", "Field Read", " context=seminar_test.Elevator:1, direction"
"Thread-0", "741", "seminar_test/Elevator_Scheduler.java:68", "Field Read", " context=seminar_test.Elevator:1, current_floor"
"Thread-0", "742", "seminar_test/Elevator_Scheduler.java:71", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=71"
"Thread-0", "743", "seminar_test/Elevator_Scheduler.java:71", "Field Read", " context=seminar_test.Elevator:1, direction"
"Thread-0", "744", "seminar_test/Elevator_Scheduler.java:73", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=73"
"Thread-0", "745", "seminar_test/Elevator_Scheduler.java:73", "Field Read", " context=seminar_test.Elevator:1, current_floor"
"Thread-0", "746", "seminar_test/Elevator_Scheduler.java:76", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=76"
"Thread-0", "747", "seminar_test/Elevator_Scheduler.java:76", "Method Exit", " returner=seminar_test.Elevator:1#go:6, value=<void>"
"Thread-0", "748", "seminar_test/Elevator_Scheduler.java:206", "Method Returned", " "
"Thread-0", "749", "seminar_test/Elevator_Scheduler.java:207", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=207"
"Thread-0", "750", "seminar_test/Elevator_Scheduler.java:207", "Field Read", " context=seminar_test.Scheduler:1, up"
"Thread-0", "751", "seminar_test/Elevator_Scheduler.java:207", "Field Read", " context=seminar_test.Scheduler:1, current_floor"
"Thread-0", "752", "seminar_test/Elevator_Scheduler.java:203", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=203"
"Thread-0", "753", "seminar_test/Elevator_Scheduler.java:203", "Exception Throw", " exception=java.util.ConcurrentModificationException (id=64), thrower=seminar_test.Scheduler:1#schedule:2, framePopped=false"
"Thread-0", "754", "seminar_test/Elevator_Scheduler.java:295", "Exception Catch", " exception=java.util.ConcurrentModificationException (id=64), catcher=seminar_test.Scheduler:1#schedule:2, variable=<unknown>"
"Thread-0", "755", "seminar_test/Elevator_Scheduler.java:295", "Variable Delete", " method=seminar_test.Scheduler:1#schedule:2 <name=f,type=int (id=7),value=<?>,index=0>"
"Thread-0", "756", "seminar_test/Elevator_Scheduler.java:296", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=296"
"Thread-0", "757", "seminar_test/Elevator_Scheduler.java:296", "Method Exit", " returner=seminar_test.Scheduler:1#schedule:2, value=<void>"
"Thread-6", "758", "seminar_test/Elevator_Scheduler.java:93", "Method Call", " caller=seminar_test.Person:6#run:6, target=seminar_test.Scheduler:1#up:6"
"Thread-6", "759", "seminar_test/Elevator_Scheduler.java:118", "Method Entered", " "
"Thread-6", "760", "seminar_test/Elevator_Scheduler.java:118", "Variable Write", " context=seminar_test.Scheduler:1#up:6, name=""F"""
"Thread-6", "761", "seminar_test/Elevator_Scheduler.java:118", "Variable Write", " context=seminar_test.Scheduler:1#up:6, to=8"
"Thread-6", "762", "seminar_test/Elevator_Scheduler.java:118", "Variable Write", " context=seminar_test.Scheduler:1#up:6, from=0"
"Thread-6", "763", "seminar_test/Elevator_Scheduler.java:120", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=120"
"Thread-0", "764", "seminar_test/Elevator_Scheduler.java:305", "Method Returned", " "
"Thread-0", "765", "seminar_test/Elevator_Scheduler.java:304", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=304"
"Thread-6", "766", "seminar_test/Elevator_Scheduler.java:120", "Field Read", " context=seminar_test.Scheduler:1, up"
"Thread-0", "767", "seminar_test/Elevator_Scheduler.java:305", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=305"
"Thread-6", "768", "seminar_test/Elevator_Scheduler.java:121", "Line Step", " file=seminar_test/Elevator_Scheduler.java, line=121"
